spkid,full_name,pdes,neo,pha,H,Mass,G,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
54280675,       (2022 KM4),2022 KM4,Y,Y,20.95,0,,,,,,,,,,,,0.35,,JPL 8,2022-05-30.0,J2000,0.7815,2.072,0.453,5.36,297.16,73.23,341.71,3.69,0.3305,2459784.82,2022-07-24.3,1.09E+03,2.98,0.00537,2.09,1.84,3.29,1.70E-03,1.40E-02,3.20E-04,6.20E-03,5.40E-02,8.20E-02,2.10E-01,2.60E-02,3.40E-03,6.60E-02,1.10E+01,APO,8,0.39989,,,,,,,,,
54280767,       (2022 KP5),2022 KP5,Y,Y,21.55,0,,,,,,,,,,,,0.33,,13,2025-11-21.0,J2000,0.7408,1.697,0.44,14.88,75.76,292.85,175.08,2.95,0.4459,2460607.88,2024-10-24.3,807,2.21,0.0149,5.79,2.65,3.81,7.40E-08,2.90E-07,1.70E-07,3.00E-05,2.20E-05,3.60E-05,1.40E-04,5.10E-07,1.20E-07,2.00E-04,2.10E-04,APO,2,0.53676,,,,,,,,,
54281979,       (2022 LB1),2022 LB1,Y,Y,21.86,0,,,,,,,,,,,,0.49,,8,2025-11-21.0,J2000,0.6279,2.721,1.013,23.92,86.05,200.68,269.07,4.43,0.2196,2461414.64,2027-01-09.1,1.64E+03,4.49,0.0197,7.67,0.909,2.94,1.50E-04,1.00E-03,2.60E-05,3.00E-03,1.20E-03,3.10E-04,1.60E-01,1.70E-03,1.30E-04,9.40E-01,9.40E-01,APO,6,0.38004,,,,,,,,,
54282389,       (2022 LX1),2022 LX1,Y,Y,20.01,0,,,,,,,,,,,,0.37,,41,2025-11-21.0,J2000,0.6252,2.59,0.971,2.1,111.13,211.59,285.44,4.21,0.2365,2461315.75,2026-10-02.2,1.52E+03,4.17,0.00211,0.82,1.14,3.11,2.20E-06,1.50E-05,1.40E-07,5.90E-06,4.40E-05,4.10E-05,2.50E-03,2.40E-05,2.10E-06,1.30E-02,1.30E-02,APO,3,0.38496,,,,,,,,,
54287659,       (2022 MN),2022 MN,Y,Y,21.52,0,,,,,,,,,,,,0.29,,9,2025-11-21.0,J2000,0.6333,2.163,0.793,5.59,103.92,257.71,7.17,3.53,0.3099,2460977.36,2025-10-28.8,1.16E+03,3.18,0.0223,8.68,1.94,3.4,5.60E-06,2.80E-05,1.60E-06,3.80E-05,5.20E-05,5.00E-05,7.30E-03,4.60E-05,6.10E-06,2.30E-02,2.30E-02,APO,4,0.40033,,,,,,,,,
54289653,       (2022 ME4),2022 ME4,Y,Y,21.77,0,,,,,,,,,,,,0.42,,9,2025-11-21.0,J2000,0.5612,2.402,1.054,13.53,132.64,167.55,325.83,3.75,0.2647,2461129.58,2026-03-30.0,1.36E+03,3.72,0.045,17.5,1.53,3.26,1.20E-05,6.90E-05,7.00E-07,1.80E-04,2.30E-04,5.80E-05,1.40E-02,1.10E-04,1.10E-05,5.90E-02,5.90E-02,AMO,5,0.50473,,,,,,,,,
54291609,       (2022 MK5),2022 MK5,Y,Y,21.34,0,,,,,,,,,,,,0.67,,1,2025-11-21.0,J2000,0.5302,2.215,1.041,10.81,325.39,359.41,3.48,3.39,0.2989,2460988.87,2025-11-09.3,1.20E+03,3.3,0.0276,10.7,1.96,3.44,2.70E-04,1.30E-03,3.50E-05,2.80E-03,6.80E-03,3.30E-03,3.30E-01,2.10E-03,2.70E-04,1.10E+00,1.10E+00,AMO,7,0.41241,,,,,,,,,
54289929,       (2022 NH1),2022 NH1,Y,Y,21.02,0,,,,,,,,,,,,0.39,,8,2025-11-21.0,J2000,0.4043,1.211,0.721,22.55,148.31,266.1,126.47,1.7,0.7399,2460829.57,2025-06-03.0,487,1.33,0.0191,7.44,3.83,5.11,1.40E-07,2.50E-08,1.70E-07,9.80E-06,2.80E-05,2.00E-05,4.10E-05,3.50E-08,2.30E-08,5.00E-05,1.50E-05,APO,1,0.57057,,,,,,,,,
54290589,       (2022 OH),2022 OH,Y,Y,20.72,0,,,,,,,,,,,,0.31,,34,2025-11-21.0,J2000,0.6273,2.566,0.956,0.64,257.22,128.66,274.81,4.18,0.2398,2461355.79,2026-11-11.2,1.50E+03,4.11,0.00508,1.98,1.29,3.12,3.20E-06,2.20E-05,1.20E-07,3.30E-06,5.00E-04,5.00E-04,3.50E-03,3.60E-05,3.10E-06,1.90E-02,1.90E-02,APO,4,0.48906,,,,,,,,,
54290699,       (2022 OL),2022 OL,Y,Y,21.69,0,,,,,,,,,,,,0.47,,12,2025-11-21.0,J2000,0.6738,2.065,0.674,6.59,328.95,240.11,63.12,3.46,0.332,2460810.4,2025-05-14.8,1.08E+03,2.97,0.0335,13,1.59,3.44,3.50E-08,2.30E-08,7.10E-08,9.80E-06,5.30E-05,5.80E-05,1.20E-05,3.80E-08,5.40E-09,3.30E-05,1.80E-05,APO,0,0.42747,,,,,,,,,
54291613,       (2022 OE2),2022 OE2,Y,Y,21.01,0,,,,,,,,,,,,0.47,,JPL 7,2022-07-28.0,J2000,0.8992,2.447,0.247,4.68,107.58,330.15,347.86,4.65,0.2574,2459835.66,2022-09-13.1,1.40E+03,3.83,0.0329,12.8,0.679,2.72,1.40E-03,2.60E-02,7.60E-04,2.30E-02,5.90E-02,4.00E-02,2.10E-01,5.00E-02,4.20E-03,7.20E-02,2.30E+01,APO,9,0.2784,,,,,,,,,
54291772,       (2022 OQ2),2022 OQ2,Y,Y,21.64,0,,,,,,,,,,,,0.33,,10,2025-11-21.0,J2000,0.6924,2.814,0.866,9.2,60.64,325.91,236.29,4.76,0.2087,2461593.12,2027-07-06.6,1.72E+03,4.72,0.0278,10.8,0.766,2.9,1.50E-05,1.30E-04,2.50E-06,1.70E-04,3.60E-04,3.40E-04,1.60E-02,2.10E-04,1.40E-05,1.20E-01,1.20E-01,APO,5,0.48504,,,,,,,,,
54291775,       (2022 OT2),2022 OT2,Y,Y,21.85,0,,,,,,,,,,,,0.2,,6,2025-11-21.0,J2000,0.5147,1.729,0.839,7.01,70.09,322.53,137.8,2.62,0.4335,2460682.63,2025-01-07.1,830,2.27,0.0348,13.5,2.83,3.99,2.70E-06,8.00E-06,7.10E-07,2.40E-05,1.30E-04,1.60E-04,3.50E-03,1.20E-05,3.00E-06,5.80E-03,5.80E-03,APO,4,0.49935,,,,,,,,,
54292681,       (2022 OY4),2022 OY4,Y,Y,21.66,0,,,,,,,,,,,,0.34,,6,2025-11-21.0,J2000,0.5705,1.707,0.733,6.91,275.77,291.98,212.55,2.68,0.442,2461334.08,2026-10-20.5,814,2.23,0.018,6.99,2.33,3.98,2.50E-04,6.70E-04,1.40E-04,2.40E-03,3.00E-03,5.60E-03,3.40E-01,1.10E-03,2.60E-04,9.70E-01,4.80E-01,APO,7,0.5127,,,,,,,,,
54297993,       (2022 QZ5),2022 QZ5,Y,Y,20.5,0,,,,,,,,,,,,0.27,,13,2025-11-21.0,J2000,0.6941,1.814,0.555,10.72,37.43,69.87,82.97,3.07,0.4035,2460794.87,2025-04-29.3,892,2.44,0.0467,18.2,2.22,3.7,3.80E-08,1.10E-08,7.10E-08,7.90E-06,3.20E-05,3.00E-05,4.90E-06,1.80E-08,3.60E-09,1.10E-05,7.90E-06,APO,0,0.49745,,,,,,,,,
54301957,       (2022 QU60),2022 QU60,Y,Y,18.69,0,,,,,,,,,,,,0.27,,8,2025-11-21.0,J2000,0.8125,2.436,0.457,27.89,33.38,72.84,288.46,4.41,0.2593,2461276.43,2026-08-23.9,1.39E+03,3.8,0.0338,13.1,2.28,2.84,2.70E-07,1.10E-06,7.30E-07,9.30E-05,1.80E-04,2.10E-04,1.90E-04,1.90E-06,1.70E-07,9.20E-04,9.10E-04,APO,2,0.30936,,,,,,,,,
54300306,       (2022 RB),2022 RB,Y,Y,21.55,0,,,,,,,,,,,,0.6,,18,2025-11-21.0,J2000,0.6458,2.297,0.814,4.64,248.54,22.1,345.61,3.78,0.283,2461051.33,2026-01-10.8,1.27E+03,3.48,0.0484,18.8,1.35,3.28,1.10E-04,6.40E-04,2.80E-05,6.00E-04,4.90E-03,5.30E-03,1.50E-01,1.10E-03,1.20E-04,5.40E-01,5.30E-01,APO,6,0.46255,,,,,,,,,
54302657,       (2022 RX3),2022 RX3,Y,Y,17.7,0,,,,,,,,,,,,0.22,,14,2025-11-21.0,J2000,0.6401,2.63,0.946,70.56,18.47,13.17,266.92,4.31,0.2311,2461403.28,2026-12-28.7,1.56E+03,4.27,0.042,16.3,1.31,2.34,5.60E-06,4.10E-05,2.80E-07,6.60E-05,5.50E-05,1.30E-04,6.20E-03,6.70E-05,5.40E-06,3.60E-02,3.60E-02,APO,4,0.37329,,,,,,,,,
54303338,       (2022 RE4),2022 RE4,Y,Y,20.56,0,,,,,,,,,,,,0.26,,9,2025-11-21.0,J2000,0.5635,2.258,0.986,10.33,97.8,325.83,308.86,3.53,0.2904,2461176.6,2026-05-16.0,1.24E+03,3.39,0.046,17.9,1.86,3.38,8.60E-06,4.50E-05,7.20E-07,7.40E-05,2.20E-04,1.70E-04,9.30E-03,7.10E-05,8.80E-06,3.70E-02,3.70E-02,APO,4,0.40577,,,,,,,,,
54303763,       (2022 RM4),2022 RM4,Y,Y,19.63,0,,,,,,,,,,,,0.44,,44,2025-11-21.0,J2000,0.5967,2.454,0.99,38.29,218.14,181.75,285.48,3.92,0.2563,2461291.2,2026-09-07.7,1.40E+03,3.85,0.0029,1.13,1.51,2.98,1.20E-06,7.60E-06,1.60E-08,3.40E-05,1.90E-06,1.10E-05,1.30E-03,1.20E-05,1.20E-06,6.50E-03,6.50E-03,APO,3,0.32762,,,,,,,,,
54307207,       (2022 SN8),2022 SN8,Y,Y,19.57,0,,,,,,,,,,,,0.34,,18,2025-11-21.0,J2000,0.5834,2.258,0.941,14.19,303.78,168.09,295.93,3.57,0.2906,2461221,2026-06-29.4,1.24E+03,3.39,0.0351,13.7,1.59,3.34,3.40E-06,1.80E-05,3.20E-07,4.20E-05,1.00E-04,1.00E-04,3.60E-03,2.90E-05,3.50E-06,1.50E-02,1.50E-02,APO,4,0.45071,,,,,,,,,
54308046,       (2022 SF11),2022 SF11,Y,Y,21.49,0,,,,,,,,,,,,0.55,,12,2025-11-21.0,J2000,0.3115,1.405,0.967,7.53,158.85,334.29,230.38,1.84,0.5918,2461219.53,2026-06-28.0,608,1.67,0.000592,0.23,3.21,4.68,1.20E-07,6.30E-09,1.70E-07,7.40E-06,3.80E-05,5.40E-05,4.80E-05,8.30E-09,4.00E-09,8.10E-05,4.10E-06,APO,0,0.62159,,,,,,,,,
54308085,       (2022 SD12),2022 SD12,Y,Y,21.25,0,,,,,,,,,,,,0.35,,22,2025-11-21.0,J2000,0.6408,2.674,0.96,15.6,233.81,141.57,253.55,4.39,0.2254,2461472.68,2027-03-08.1,1.60E+03,4.37,0.043,16.7,1.38,3.01,6.00E-06,4.50E-05,6.30E-08,8.40E-05,4.30E-05,2.20E-05,6.40E-03,7.30E-05,5.70E-06,4.00E-02,4.00E-02,APO,4,0.43848,,,,,,,,,
54308092,       (2022 SW12),2022 SW12,Y,Y,21.13,0,,,,,,,,,,,,0.3,,JPL 23,2025-11-21.0,J2000,0.5421,2.094,0.959,26.45,182.91,140.59,28.93,3.23,0.3252,2460911.54,2025-08-24.0,1.11E+03,3.03,0.0338,13.2,2.43,3.44,1.60E-08,1.40E-08,3.40E-08,9.00E-06,3.20E-06,8.80E-06,1.90E-06,2.10E-08,3.20E-09,6.40E-06,1.10E-05,APO,0,0.41435,,,,,,,,,
54316644,       (2022 SF95),2022 SF95,Y,Y,20.51,0,,,,,,,,,,,,0.26,,38,2025-11-21.0,J2000,0.5857,2.126,0.881,9.34,164.46,317.57,327.08,3.37,0.318,2461104.02,2026-03-04.5,1.13E+03,3.1,0.00926,3.6,1.8,3.47,1.30E-08,1.90E-08,2.70E-08,5.10E-06,3.00E-05,2.80E-05,5.70E-06,3.00E-08,4.20E-09,1.90E-05,1.50E-05,APO,0,0.56206,,,,,,,,,
54375414,       (2022 SF289),2022 SF289,Y,Y,21.45,0,,,,,,,,,,,,0.21,,3,2025-11-21.0,J2000,0.6259,2.371,0.887,23.78,341.82,313.1,325.29,3.86,0.2699,2461129.08,2026-03-29.5,1.33E+03,3.65,0.000814,0.317,1.85,3.16,1.30E-04,8.30E-04,8.60E-06,2.50E-03,9.10E-04,2.70E-03,1.70E-01,1.30E-03,1.40E-04,7.00E-01,7.00E-01,APO,6,0.48877,,,,,,,,,
54313617,       (2022 TN1),2022 TN1,Y,Y,20.23,0,,,,,,,,,,,,0.27,,41,2025-11-21.0,J2000,0.404,1.644,0.98,29.77,38.09,220.91,250.08,2.31,0.4675,2461235.6,2026-07-14.0,770,2.11,0.0418,16.3,2.87,4.06,2.10E-08,3.90E-08,5.00E-08,1.10E-05,2.70E-06,1.20E-05,6.00E-06,5.40E-08,1.70E-08,2.10E-05,2.70E-05,APO,0,0.48805,,,,,,,,,
54316689,       (2022 UN),2022 UN,Y,Y,21.59,0,,,,,,,,,,,,0.3,,22,2025-11-21.0,J2000,0.7068,2.247,0.659,9.87,27.1,274.51,345.72,3.84,0.2926,2461049.32,2026-01-08.8,1.23E+03,3.37,0.0169,6.58,1.61,3.23,8.50E-05,5.60E-04,2.80E-05,1.10E-03,2.60E-04,3.00E-04,1.30E-01,9.50E-04,1.10E-04,4.60E-01,4.60E-01,APO,6,0.45366,,,,,,,,,
54316902,       (2022 UE1),2022 UE1,Y,Y,20.66,0,,,,,,,,,,,,0.22,,10,2025-11-21.0,J2000,0.6705,2.704,0.891,12.68,42.46,43.07,233.02,4.52,0.2216,2461573.49,2027-06-16.9,1.62E+03,4.45,0.00457,1.78,1.07,2.97,7.50E-06,5.90E-05,8.00E-07,1.10E-04,3.00E-04,2.10E-04,7.60E-03,9.80E-05,7.20E-06,5.30E-02,5.30E-02,APO,4,0.42341,,,,,,,,,
54317193,       (2022 UT2),2022 UT2,Y,Y,20.81,0,,,,,,,,,,,,0.21,,7,2025-11-21.0,J2000,0.6561,2.61,0.898,13.19,161.33,147.45,277.34,4.32,0.2338,2461354.09,2026-11-09.5,1.54E+03,4.22,0.0343,13.4,1.16,3.04,1.50E-04,1.10E-03,5.10E-06,1.20E-03,2.50E-03,3.70E-03,1.80E-01,1.90E-03,1.50E-04,1.00E+00,1.00E+00,APO,6,0.44184,,,,,,,,,
54317860,       (2022 UN3),2022 UN3,Y,Y,21,0,,,,,,,,,,,,0.43,,4,2025-11-21.0,J2000,0.5438,2.202,1.004,19.67,354.03,348.03,356.55,3.4,0.3017,2461011.93,2025-12-02.4,1.19E+03,3.27,0.00627,2.44,2.03,3.39,4.70E-07,1.60E-06,1.80E-06,8.30E-05,2.30E-04,3.60E-04,4.00E-04,2.50E-06,3.30E-07,1.30E-03,1.30E-03,APO,2,0.43508,,,,,,,,,
54319455,       (2022 UK7),2022 UK7,Y,Y,21.98,0,,,,,,,,,,,,0.39,,6,2025-11-21.0,J2000,0.1722,1.144,0.947,44.36,214.12,53.37,301.91,1.34,0.8057,2461072.6,2026-02-01.1,447,1.22,0.00077,0.3,3.72,5.21,3.30E-07,4.10E-09,3.80E-07,3.70E-05,9.80E-06,8.30E-05,7.50E-05,4.80E-09,4.40E-09,9.30E-05,2.40E-06,APO,0,0.59412,,,,,,,,,
54320190,       (2022 UD9),2022 UD9,Y,Y,21.81,0,,,,,12.55,,,,,,,0.26,,29,2025-11-21.0,J2000,0.4026,1.46,0.872,9.03,93.47,47.71,213.36,2.05,0.5588,2461262.9,2026-08-10.4,644,1.76,0.0117,4.55,3.01,4.52,4.60E-07,9.30E-07,1.10E-07,6.90E-06,2.10E-05,1.50E-05,5.50E-04,1.30E-06,5.30E-07,1.20E-03,6.20E-04,APO,3,0.35352,,,,,,,,,
54320196,       (2022 UL9),2022 UL9,Y,Y,21.98,0,,,,,,,,,,,,0.43,,17,2025-11-21.0,J2000,0.5842,1.472,0.612,3.83,180.95,112.46,290.39,2.33,0.5522,2461126.57,2026-03-27.0,652,1.79,0.0218,8.5,2.89,4.4,3.00E-08,1.30E-08,4.60E-08,7.60E-06,4.90E-05,4.80E-05,9.20E-06,2.10E-08,7.40E-09,1.80E-05,8.80E-06,APO,0,0.4058,,,,,,,,,
54321077,       (2022 UU11),2022 UU11,Y,Y,21.05,0,,,,,,,,,,,,0.27,,6,2025-11-21.0,J2000,0.2501,0.9132,0.685,14.23,345.33,224.18,30.38,1.14,1.129,2460973.61,2025-10-25.1,319,0.873,0.0252,9.79,3.84,6.48,5.00E-07,1.20E-07,5.40E-07,4.60E-05,2.20E-04,2.00E-04,3.00E-04,1.40E-07,2.10E-07,2.60E-04,6.00E-05,ATE,2,0.37068,,,,,,,,,
54322868,       (2022 US21),2022 US21,Y,Y,21.86,0,,,,,,,,,,,,0.36,,10,2025-11-21.0,J2000,0.3893,0.9327,0.57,22.87,26.33,230.94,233.5,1.3,1.094,2461116.1,2026-03-16.6,329,0.901,0.0351,13.6,3.8,6.3,5.80E-07,9.00E-08,5.90E-07,2.40E-05,1.80E-05,2.60E-05,1.50E-04,1.20E-07,1.60E-07,1.60E-04,4.70E-05,ATE,2,0.39128,,,,,,,,,
54322873,       (2022 UX21),2022 UX21,Y,Y,20.88,0,,,,,,,,,,,,0.45,,22,2025-11-21.0,J2000,0.663,2.657,0.896,0.38,231.08,88.25,266.25,4.42,0.2275,2461412.52,2027-01-07.0,1.58E+03,4.33,0.00452,1.76,0.923,3.03,1.20E-05,8.40E-05,2.30E-06,3.70E-05,1.60E-03,1.60E-03,1.30E-02,1.40E-04,1.10E-05,7.50E-02,7.50E-02,APO,5,0.45573,,,,,,,,,
54322878,       (2022 UC22),2022 UC22,Y,Y,21.18,0,,,,,,,,,,,,0.32,,17,2025-11-21.0,J2000,0.4615,1.89,1.018,28.98,46.69,1.71,60.4,2.76,0.3794,2460841.3,2025-06-14.8,949,2.6,0.0271,10.6,2.65,3.69,1.10E-05,3.80E-05,4.00E-07,3.00E-04,2.70E-05,7.00E-05,1.30E-02,5.60E-05,1.10E-05,2.90E-02,2.90E-02,AMO,5,0.3621,,,,,,,,,
54322905,       (2022 UE28),2022 UE28,Y,Y,21.32,0,,,,,,,,,,,,0.6,,38,2025-11-21.0,J2000,0.4151,1.562,0.914,17.74,12.95,134.63,142.46,2.21,0.505,2460718.38,2025-02-11.8,713,1.95,0.000145,0.0563,2.86,4.28,2.00E-08,2.00E-08,2.70E-08,6.40E-06,7.20E-06,7.40E-06,9.40E-06,2.80E-08,9.60E-09,1.40E-05,1.40E-05,APO,0,0.52248,,,,,,,,,
54326521,       (2022 UJ65),2022 UJ65,Y,Y,21.98,0,,,,,,,,,,,,0.3,,5,2025-11-21.0,J2000,0.5955,1.906,0.771,9.91,250.63,245.01,24.89,3.04,0.3747,2460934.08,2025-09-15.5,961,2.63,0.00124,0.483,2.13,3.69,1.90E-05,7.00E-05,8.90E-06,3.40E-04,5.60E-04,9.30E-04,2.10E-02,1.10E-04,2.10E-05,5.30E-02,5.30E-02,APO,5,0.50995,,,,,,,,,
54327193,       (2022 VX2),2022 VX2,Y,Y,21.6,0,,,,,,,,,,,,0.39,,10,2025-11-21.0,J2000,0.4466,1.686,0.933,12.24,207.91,136.19,158.27,2.44,0.4504,2460649.09,2024-12-04.5,799,2.19,0.0164,6.36,3.04,4.08,2.10E-07,4.80E-08,3.30E-07,4.30E-05,5.00E-05,7.40E-05,1.30E-05,7.00E-08,1.90E-08,2.30E-05,3.40E-05,APO,0,0.57501,,,,,,,,,
54328070,       (2022 WE4),2022 WE4,Y,Y,19.79,0,,,,,,,,,,,,0.34,,18,2025-11-21.0,J2000,0.4448,1.83,1.016,17.74,230.84,184.61,69.24,2.64,0.3981,2460826.56,2025-05-31.0,904,2.48,0.0274,10.7,2.74,3.85,5.70E-08,1.30E-08,1.00E-07,1.70E-05,2.00E-05,2.50E-05,1.10E-05,1.90E-08,4.40E-09,2.70E-05,1.00E-05,APO,0,0.50869,,,,,,,,,
54328414,       (2022 WN4),2022 WN4,Y,Y,21.76,0,,,,,,,,,,,,0.4,,23,2025-11-21.0,J2000,0.1528,1.102,0.934,27.95,81.6,125.59,81.29,1.27,0.8519,2460905.08,2025-08-17.5,423,1.16,0.028,10.9,3.79,5.53,5.70E-07,4.40E-07,2.80E-07,1.10E-04,1.20E-05,6.00E-05,4.90E-04,5.10E-07,5.10E-07,5.10E-04,2.60E-04,APO,3,0.46934,,,,,,,,,
54328941,       (2022 WS4),2022 WS4,Y,Y,20.08,0,,,,,6.279,,,,,,,0.56,,54,2025-11-21.0,J2000,0.6819,2.844,0.905,6.18,87.77,54.7,209.1,4.78,0.2055,2461734.77,2027-11-25.2,1.75E+03,4.8,0.0308,12,0.445,2.9,4.20E-06,3.60E-05,4.50E-07,3.50E-05,4.70E-05,6.30E-05,4.00E-03,6.10E-05,3.90E-06,3.40E-02,3.40E-02,APO,4,0.41975,,,,,,,,,
54331802,       (2022 XQ),2022 XQ,Y,Y,21.99,0,,,,,,,,,,,,0.3,,JPL 1,2022-12-03.0,J2000,0.5108,1.619,0.792,46.27,79.49,72.65,334.04,2.45,0.4784,2459970.76,2023-01-26.2,753,2.06,0.0465,18.1,3.43,3.88,1.20E-02,4.50E-02,2.10E-03,4.80E-01,7.30E-02,9.40E-01,1.40E+00,6.80E-02,2.00E-02,7.50E-01,3.10E+01,APO,9,0.49054,,,,,,,,,
54336235,       (2022 YN2),2022 YN2,Y,Y,22.06,0,,,,,,,,,,,,0.58,,6,2025-11-21.0,J2000,0.7554,2.68,0.656,19.23,87.8,263.6,251.61,4.7,0.2246,2461483.05,2027-03-18.5,1.60E+03,4.39,0.0188,7.33,1.72,2.83,1.30E-04,1.40E-03,4.80E-06,2.40E-03,1.20E-03,4.30E-03,2.00E-01,2.50E-03,1.80E-04,1.30E+00,1.30E+00,APO,6,0.59677,,,,,,,,,
54336634,       (2022 YB4),2022 YB4,Y,Y,21.8,0,,,,,,,,,,,,0.34,,24,2025-11-21.0,J2000,0.3902,1.512,0.922,3.1,68.26,112.1,163.18,2.1,0.5299,2460692.57,2025-01-17.0,679,1.86,0.0194,7.56,2.86,4.43,5.40E-06,1.20E-05,7.20E-07,3.90E-05,2.40E-04,2.20E-04,6.30E-03,1.70E-05,6.40E-06,8.20E-03,8.20E-03,APO,4,0.39841,,,,,,,,,
54336809,       (2022 YU4),2022 YU4,Y,Y,19.95,0,,,,,,,,,,,,0.46,,14,2025-11-21.0,J2000,0.5302,2.025,0.951,5.2,54.79,140.71,316.13,3.1,0.342,2461128.78,2026-03-29.2,1.05E+03,2.88,0.00764,2.97,1.86,3.62,4.50E-06,2.00E-05,6.30E-07,3.10E-05,2.30E-04,2.20E-04,4.70E-03,3.10E-05,5.10E-06,1.60E-02,1.60E-02,APO,4,0.50457,,,,,,,,,
54336955,       (2022 YU5),2022 YU5,Y,Y,21.46,0,,,,,,,,,,,,0.41,,4,2025-11-21.0,J2000,0.659,2.617,0.893,12.91,325.85,54.03,264.54,4.34,0.2328,2461410.64,2027-01-05.1,1.55E+03,4.23,0.0287,11.2,1.48,3.03,3.50E-04,2.50E-03,6.60E-05,1.20E-02,1.80E-02,1.10E-02,3.70E-01,4.10E-03,3.30E-04,2.20E+00,2.20E+00,APO,7,0.2273,,,,,,,,,
54337032,       (2022 YO6),2022 YO6,Y,Y,21.73,0,,,,,,,,,,,,0.47,,26,2025-11-21.0,J2000,0.5268,1.671,0.791,7.78,320.14,238.81,85.62,2.55,0.4565,2460812.92,2025-05-17.4,789,2.16,0.0133,5.18,2.45,4.07,5.70E-06,1.60E-05,2.00E-06,6.80E-05,2.60E-05,8.30E-05,6.50E-03,2.50E-05,6.60E-06,1.10E-02,1.10E-02,APO,4,0.38606,,,,,,,,,
54337424,       (2022 YR6),2022 YR6,Y,Y,21.79,0,,,,,,,,,,,,0.3,,JPL 3,2023-01-01.0,J2000,0.811,2.777,0.525,2.66,61.53,278.6,12.19,5.03,0.213,2459888.24,2022-11-04.7,1.69E+03,4.63,0.00354,1.38,0.411,2.73,2.20E-03,3.30E-02,3.70E-05,3.50E-03,4.20E-02,9.50E-02,2.30E-01,5.90E-02,3.80E-03,6.80E-02,3.00E+01,APO,9,0.34405,,,,,,,,,
54340315,       (2022 YK9),2022 YK9,Y,Y,21.32,0,,,,,,,,,,,,0.3,,16,2025-11-21.0,J2000,0.6466,2.817,0.996,9.25,39.18,150.93,200.87,4.64,0.2084,2461764.02,2027-12-24.5,1.73E+03,4.73,0.0269,10.5,0.401,2.96,8.20E-06,6.50E-05,1.20E-07,7.70E-05,6.20E-05,4.70E-05,7.00E-03,1.10E-04,7.20E-06,6.00E-02,6.00E-02,APO,4,0.34215,,,,,,,,,
54338717,       (2023 AB1),2023 AB1,Y,Y,21.3,0,,,,,,,,,,,,0.46,,JPL 10,2023-01-20.0,J2000,0.8322,3.076,0.516,28.22,121.94,90.44,351.43,5.64,0.1827,2460011.38,2023-03-07.8,1.97E+03,5.39,0.0161,6.26,2.11,2.44,1.60E-03,2.70E-02,3.80E-04,5.30E-02,8.30E-03,1.30E-02,1.20E-01,4.90E-02,2.40E-03,4.60E-02,2.60E+01,APO,8,0.42751,,,,,,,,,
54338832,       (2023 AJ1),2023 AJ1,Y,Y,20.39,0,,,,,,,,,,,,0.42,,22,2025-11-21.0,J2000,0.5352,1.701,0.79,66.26,289.16,245.39,81.87,2.61,0.4445,2460816.3,2025-05-20.8,810,2.22,0.0078,3.04,3.34,3.45,2.70E-07,8.50E-07,7.20E-08,8.70E-05,6.70E-06,5.30E-06,3.30E-04,1.30E-06,3.30E-07,6.00E-04,6.10E-04,APO,2,0.43267,,,,,,,,,
54340046,       (2023 BU2),2023 BU2,Y,Y,21,0,,,,,,,,,,,,0.45,,9,2025-11-21.0,J2000,0.7062,2.267,0.666,8.49,117.59,277.3,321.75,3.87,0.2887,2461132.99,2026-04-02.4,1.25E+03,3.41,0.0132,5.15,1.68,3.22,4.70E-05,2.10E-04,5.00E-05,1.00E-03,2.60E-03,6.10E-03,4.30E-02,3.50E-04,3.90E-05,1.70E-01,1.70E-01,APO,5,0.40957,,,,,,,,,
54340780,       (2023 BY9),2023 BY9,Y,Y,21.03,0,,,,,,,,,,,,0.36,,20,2025-11-21.0,J2000,0.0551,1.097,1.036,44.44,330.43,347.07,330.99,1.16,0.8582,2461034.3,2025-12-24.8,419,1.15,0.0256,9.97,3.97,5.4,4.40E-05,6.00E-05,1.10E-04,3.80E-03,5.20E-04,9.00E-03,6.20E-02,6.40E-05,7.10E-05,7.50E-02,3.50E-02,AMO,6,0.28682,,,,,,,,,
54340802,       (2023 BA10),2023 BA10,Y,Y,19.65,0,,,,,,,,,,,,0.24,,18,2025-11-21.0,J2000,0.8081,2.541,0.488,12.37,337.88,291.18,228.93,4.59,0.2433,2461539.21,2027-05-13.7,1.48E+03,4.05,0.0474,18.5,1.12,2.85,2.00E-05,2.90E-04,6.00E-06,4.80E-04,3.40E-03,2.70E-03,3.80E-02,5.30E-04,4.20E-05,2.50E-01,2.50E-01,APO,5,0.37998,,,,,,,,,
